Open,High,Low,Close,Volume,Base Value,Date (UTC),Time (UTC)
0.00021875,0.00021875,0.00021875,0.00021875,0.0,0.0,2020-10-10,17:00:00
0.00021875,0.00021875,0.00021875,0.00021875,0.0,0.0,2020-10-10,18:00:00
0.00021875,0.00021875,0.00021875,0.00021875,0.0,0.0,2020-10-10,19:00:00
0.00021875,0.00021875,0.00021875,0.00021875,0.0,0.0,2020-10-10,20:00:00
0.00021875,0.00021875,0.00021875,0.00021875,0.0,0.0,2020-10-10,21:00:00
0.00021875,0.00021875,0.00021875,0.00021875,0.0,0.0,2020-10-10,22:00:00
0.00021875,0.00021875,0.00021875,0.00021875,0.0,0.0,2020-10-10,23:00:00
0.000216,0.000216,0.000216,0.000216,398.77215369,0.08613477,2020-10-11,00:00:00
0.000216,0.000216,0.000216,0.000216,0.0,0.0,2020-10-11,01:00:00
0.000214,0.000214,0.000213,0.000213,498.79854025,0.10653949,2020-10-11,02:00:00
0.000212,0.000212,0.000212,0.000212,263.90675138,0.05594822,2020-10-11,03:00:00
0.000211,0.000211,0.000211,0.000211,269.16178245,0.05679312,2020-10-11,04:00:00
0.00021,0.000213,0.00021,0.000213,294.24477021,0.06219012,2020-10-11,05:00:00
0.000214,0.000214,0.000214,0.000214,110.82652834,0.02371687,2020-10-11,06:00:00
0.000214,0.000214,0.000214,0.000214,0.0,0.0,2020-10-11,07:00:00
0.000214,0.000214,0.000214,0.000214,0.0,0.0,2020-10-11,08:00:00
0.000214,0.000214,0.000214,0.000214,0.0,0.0,2020-10-11,09:00:00
0.000214,0.000214,0.000214,0.000214,0.0,0.0,2020-10-11,10:00:00
0.000214,0.000214,0.000214,0.000214,0.0,0.0,2020-10-11,11:00:00
0.000214,0.000214,0.000214,0.000214,0.0,0.0,2020-10-11,12:00:00
0.000214,0.000214,0.000214,0.000214,0.0,0.0,2020-10-11,13:00:00
0.000212,0.000212,0.000212,0.000212,118.37993547,0.02509654,2020-10-11,14:00:00
0.0002106,0.0002106,0.0002106,0.0002106,1520.0,0.320112,2020-10-11,15:00:00
0.00021,0.00021,0.00020909,0.00020909,608.70459199,0.12744159,2020-10-11,16:00:00
0.00020909,0.00020909,0.00020909,0.00020909,0.0,0.0,2020-10-11,17:00:00
0.00020909,0.00020909,0.00020909,0.00020909,0.0,0.0,2020-10-11,18:00:00
0.00020909,0.00020909,0.00020909,0.00020909,0.0,0.0,2020-10-11,19:00:00
0.00020909,0.00020909,0.00020909,0.00020909,0.0,0.0,2020-10-11,20:00:00
0.00020943,0.00021279,0.00020943,0.00021279,102.73102846,0.02167983,2020-10-11,21:00:00
0.00021279,0.00021279,0.00021279,0.00021279,0.0,0.0,2020-10-11,22:00:00
0.00021,0.00021,0.00021,0.00021,124.50097523,0.0261452,2020-10-11,23:00:00
0.00021,0.00021,0.00021,0.00021,0.0,0.0,2020-10-12,00:00:00
0.00021,0.00021,0.00021,0.00021,0.0,0.0,2020-10-12,01:00:00
0.00021,0.00021,0.00021,0.00021,0.0,0.0,2020-10-12,02:00:00
0.000209,0.000209,0.00020828,0.00020828,852.56410256,0.17781328,2020-10-12,03:00:00
0.00020828,0.00020828,0.00020828,0.00020828,0.0,0.0,2020-10-12,04:00:00
0.00020828,0.00020828,0.00020828,0.00020828,0.0,0.0,2020-10-12,05:00:00
0.00020828,0.00020828,0.00020828,0.00020828,0.0,0.0,2020-10-12,06:00:00
0.00020828,0.00020828,0.00020828,0.00020828,0.0,0.0,2020-10-12,07:00:00
0.00020828,0.00020828,0.00020828,0.00020828,0.0,0.0,2020-10-12,08:00:00
0.00020828,0.00020828,0.00020828,0.00020828,0.0,0.0,2020-10-12,09:00:00
0.00021026,0.00021026,0.00020809,0.00021009,2054.35061725,0.430905,2020-10-12,10:00:00
0.00021009,0.00021009,0.00021009,0.00021009,0.0,0.0,2020-10-12,11:00:00
0.00021009,0.00021009,0.00021009,0.00021009,0.0,0.0,2020-10-12,12:00:00
0.000208,0.000208,0.000205,0.000205,1185.64769088,0.24524013,2020-10-12,13:00:00
0.000204,0.000204,0.000203,0.000203,445.38092966,0.09055573,2020-10-12,14:00:00
0.000203,0.000203,0.000203,0.000203,0.0,0.0,2020-10-12,15:00:00
0.000203,0.000203,0.000203,0.000203,0.0,0.0,2020-10-12,16:00:00
0.00020446,0.00020446,0.00020446,0.00020446,31.1044269,0.00635961,2020-10-12,17:00:00
0.00020446,0.00020446,0.00020446,0.00020446,0.0,0.0,2020-10-12,18:00:00
0.00020496,0.00020507,0.00020496,0.00020497,21407.89224763,4.3883004,2020-10-12,19:00:00
0.00020505,0.00020505,0.00020505,0.00020505,2820.05143164,0.57825154,2020-10-12,20:00:00
0.00020505,0.00020505,0.00020505,0.00020505,0.0,0.0,2020-10-12,21:00:00
0.00020505,0.00020505,0.00020505,0.00020505,0.0,0.0,2020-10-12,22:00:00
0.00020505,0.00020505,0.00020505,0.00020505,0.0,0.0,2020-10-12,23:00:00
0.00020505,0.00020505,0.00020505,0.00020505,0.0,0.0,2020-10-13,00:00:00
0.00020505,0.00020505,0.00020505,0.00020505,0.0,0.0,2020-10-13,01:00:00
0.00020505,0.00020505,0.00020505,0.00020505,0.0,0.0,2020-10-13,02:00:00
0.00020505,0.00020505,0.00020505,0.00020505,0.0,0.0,2020-10-13,03:00:00
0.00020505,0.00020505,0.00020505,0.00020505,0.0,0.0,2020-10-13,04:00:00
0.00020309,0.00020309,0.00020309,0.00020309,500.0,0.101545,2020-10-13,05:00:00
0.00020309,0.00020309,0.00020309,0.00020309,0.0,0.0,2020-10-13,06:00:00
0.00020309,0.00020309,0.00020309,0.00020309,0.0,0.0,2020-10-13,07:00:00
0.00020309,0.00020309,0.00020309,0.00020309,0.0,0.0,2020-10-13,08:00:00
0.00020309,0.00020309,0.00020309,0.00020309,0.0,0.0,2020-10-13,09:00:00
0.00020309,0.00020309,0.00020309,0.00020309,0.0,0.0,2020-10-13,10:00:00
0.000202,0.000202,0.000202,0.000202,81.0,0.016362,2020-10-13,11:00:00
0.000202,0.000202,0.000202,0.000202,0.0,0.0,2020-10-13,12:00:00
0.000202,0.000202,0.000202,0.000202,0.0,0.0,2020-10-13,13:00:00
0.00020168,0.00020168,0.00020168,0.00020168,35.93726522,0.00724782,2020-10-13,14:00:00
0.00020168,0.00020168,0.00020168,0.00020168,0.0,0.0,2020-10-13,15:00:00
0.00020168,0.00020168,0.00020168,0.00020168,0.0,0.0,2020-10-13,16:00:00
0.00020168,0.00020168,0.00020168,0.00020168,0.0,0.0,2020-10-13,17:00:00
0.00020168,0.00020168,0.00020168,0.00020168,0.0,0.0,2020-10-13,18:00:00
0.00020168,0.00020168,0.00020168,0.00020168,0.0,0.0,2020-10-13,19:00:00
0.00020213,0.000203,0.00020212,0.000203,55589.78026275,11.2391543,2020-10-13,20:00:00
0.0002049,0.0002049,0.000203,0.000203,174.01770574,0.03540857,2020-10-13,21:00:00
0.000203,0.000203,0.000203,0.000203,0.0,0.0,2020-10-13,22:00:00
0.000203,0.000203,0.000203,0.000203,0.0,0.0,2020-10-13,23:00:00
0.000202,0.000202,0.000202,0.000202,267.98706069,0.05413338,2020-10-14,00:00:00
0.000202,0.000202,0.000202,0.000202,0.0,0.0,2020-10-14,01:00:00
0.000202,0.000202,0.000202,0.000202,0.0,0.0,2020-10-14,02:00:00
0.000202,0.000202,0.000202,0.000202,0.0,0.0,2020-10-14,03:00:00
0.000202,0.000202,0.000202,0.000202,0.0,0.0,2020-10-14,04:00:00
0.000202,0.000202,0.000202,0.000202,0.0,0.0,2020-10-14,05:00:00
0.000202,0.000202,0.000202,0.000202,0.0,0.0,2020-10-14,06:00:00
0.000202,0.000202,0.000202,0.000202,0.0,0.0,2020-10-14,07:00:00
0.000202,0.000202,0.000202,0.000202,0.0,0.0,2020-10-14,08:00:00
0.000202,0.000202,0.000202,0.000202,0.0,0.0,2020-10-14,09:00:00
0.000202,0.000202,0.000202,0.000202,0.0,0.0,2020-10-14,10:00:00
0.000202,0.000202,0.000202,0.000202,0.0,0.0,2020-10-14,11:00:00
0.000202,0.000202,0.000202,0.000202,0.0,0.0,2020-10-14,12:00:00
0.0002012,0.0002012,0.00019795,0.00019808,1867.70947572,0.37156795,2020-10-14,13:00:00
0.00020013,0.00020013,0.00020013,0.00020013,503.58441033,0.10078234,2020-10-14,14:00:00
0.00020013,0.00020013,0.00020013,0.00020013,0.0,0.0,2020-10-14,15:00:00
0.00020013,0.00020013,0.00020013,0.00020013,0.0,0.0,2020-10-14,16:00:00
0.00020367,0.00020367,0.000201,0.000201,143.02545257,0.02882711,2020-10-14,17:00:00
0.000201,0.000201,0.000201,0.000201,0.0,0.0,2020-10-14,18:00:00
0.000201,0.000201,0.000201,0.000201,0.0,0.0,2020-10-14,19:00:00
0.000201,0.000201,0.000201,0.000201,0.0,0.0,2020-10-14,20:00:00
0.000201,0.000201,0.000201,0.000201,0.0,0.0,2020-10-14,21:00:00
0.0002,0.0002,0.0002,0.0002,121.6096433,0.02432192,2020-10-14,22:00:00
0.0002,0.0002,0.0002,0.0002,0.0,0.0,2020-10-14,23:00:00
0.0002,0.0002,0.0002,0.0002,0.0,0.0,2020-10-15,00:00:00
0.00019912,0.000204,0.00019912,0.000204,455.23421075,0.09260856,2020-10-15,01:00:00
0.000204,0.000204,0.000204,0.000204,0.0,0.0,2020-10-15,02:00:00
0.000204,0.000204,0.000204,0.000204,0.0,0.0,2020-10-15,03:00:00
0.000204,0.000204,0.000204,0.000204,0.0,0.0,2020-10-15,04:00:00
0.000204,0.000204,0.000204,0.000204,0.0,0.0,2020-10-15,05:00:00
0.000204,0.000204,0.000204,0.000204,0.0,0.0,2020-10-15,06:00:00
0.000202,0.000202,0.000202,0.000202,88.59898158,0.01789699,2020-10-15,07:00:00
0.0002,0.0002,0.0002,0.0002,288.822697,0.05776452,2020-10-15,08:00:00
0.000199,0.000199,0.000198,0.000198,302.47437457,0.06011556,2020-10-15,09:00:00
0.000198,0.000198,0.000198,0.000198,0.0,0.0,2020-10-15,10:00:00
0.000198,0.000198,0.000198,0.000198,0.0,0.0,2020-10-15,11:00:00
0.000198,0.000198,0.000198,0.000198,0.0,0.0,2020-10-15,12:00:00
0.000198,0.000198,0.000198,0.000198,0.0,0.0,2020-10-15,13:00:00
0.000198,0.000198,0.000198,0.000198,0.0,0.0,2020-10-15,14:00:00
