Open,High,Low,Close,Volume,Time,Base Value
565.298,565.298,565.298,565.298,0.0,2020-10-09T22:00:00,0.0
565.298,565.298,565.298,565.298,0.0,2020-10-09T23:00:00,0.0
565.298,565.298,565.298,565.298,0.0,2020-10-10T00:00:00,0.0
565.298,565.298,565.298,565.298,0.0,2020-10-10T01:00:00,0.0
565.298,565.298,565.298,565.298,0.0,2020-10-10T02:00:00,0.0
565.298,565.298,565.298,565.298,0.0,2020-10-10T03:00:00,0.0
565.298,565.298,565.298,565.298,0.0,2020-10-10T04:00:00,0.0
565.298,565.298,565.298,565.298,0.0,2020-10-10T05:00:00,0.0
565.298,565.298,565.298,565.298,0.0,2020-10-10T06:00:00,0.0
565.298,565.298,565.298,565.298,0.0,2020-10-10T07:00:00,0.0
565.298,565.298,565.298,565.298,0.0,2020-10-10T08:00:00,0.0
565.298,565.298,565.298,565.298,0.0,2020-10-10T09:00:00,0.0
565.298,565.298,565.298,565.298,0.0,2020-10-10T10:00:00,0.0
565.298,565.298,565.298,565.298,0.0,2020-10-10T11:00:00,0.0
565.298,565.298,565.298,565.298,0.0,2020-10-10T12:00:00,0.0
565.298,565.298,565.298,565.298,0.0,2020-10-10T13:00:00,0.0
565.298,565.298,565.298,565.298,0.0,2020-10-10T14:00:00,0.0
596.27,598.65,596.27,598.65,0.058,2020-10-10T15:00:00,34.65268
598.65,598.65,598.65,598.65,0.0,2020-10-10T16:00:00,0.0
601.024,601.025,601.024,601.025,0.03731914,2020-10-10T17:00:00,22.42972779
601.025,601.025,601.025,601.025,0.0,2020-10-10T18:00:00,0.0
621.845,621.846,621.845,621.846,0.85439316,2020-10-10T19:00:00,531.30020454
621.846,621.846,621.846,621.846,0.0,2020-10-10T20:00:00,0.0
621.846,621.846,621.846,621.846,0.0,2020-10-10T21:00:00,0.0
621.846,621.846,621.846,621.846,0.0,2020-10-10T22:00:00,0.0
621.846,621.846,621.846,621.846,0.0,2020-10-10T23:00:00,0.0
571.797,571.8,571.797,571.8,0.15672784,2020-10-11T00:00:00,89.61677872
571.8,571.8,571.8,571.8,0.0,2020-10-11T01:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T02:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T03:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T04:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T05:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T06:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T07:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T08:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T09:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T10:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T11:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T12:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T13:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T14:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T15:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T16:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T17:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T18:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T19:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T20:00:00,0.0
571.8,571.8,571.8,571.8,0.0,2020-10-11T21:00:00,0.0
589.983,589.983,589.983,589.983,0.02358701,2020-10-11T22:00:00,13.91593492
589.983,589.983,589.983,589.983,0.0,2020-10-11T23:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T00:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T01:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T02:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T03:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T04:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T05:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T06:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T07:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T08:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T09:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T10:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T11:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T12:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T13:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T14:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T15:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T16:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T17:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T18:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T19:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T20:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T21:00:00,0.0
589.983,589.983,589.983,589.983,0.0,2020-10-12T22:00:00,0.0
