Epoch Time,Open,High,Low,Close,VWAP,Volume,Count,Date (UTC),Time (UTC)
1605542400,459.84,464.23,457.53,460.98,461.11,6582.29696097,1311,2020-11-16,16:00:00
1605546000,460.84,464.30,460.84,462.38,463.22,3261.00766243,722,2020-11-16,17:00:00
1605549600,462.40,464.30,461.66,462.01,462.57,2470.28593864,586,2020-11-16,18:00:00
1605553200,462.00,464.26,461.23,462.50,462.89,3150.33376292,600,2020-11-16,19:00:00
1605556800,462.51,463.02,461.63,462.63,462.50,1199.17375494,471,2020-11-16,20:00:00
1605560400,462.63,466.00,456.34,458.99,461.76,4259.59988517,1224,2020-11-16,21:00:00
1605564000,458.79,461.50,458.46,461.21,460.33,2072.83134140,367,2020-11-16,22:00:00
1605567600,461.48,464.92,460.30,460.30,462.66,2306.77333823,550,2020-11-16,23:00:00
1605571200,460.73,468.00,460.29,468.00,465.36,3138.57771543,1024,2020-11-17,00:00:00
1605574800,468.00,469.02,465.40,465.40,467.27,2699.42282007,730,2020-11-17,01:00:00
1605578400,465.23,466.71,463.83,464.24,465.68,990.38124678,384,2020-11-17,02:00:00
1605582000,464.24,464.83,462.03,462.34,463.63,926.48167055,375,2020-11-17,03:00:00
1605585600,462.34,466.39,462.00,466.00,464.75,748.57989503,304,2020-11-17,04:00:00
1605589200,465.93,466.22,463.66,463.66,465.37,726.79985599,243,2020-11-17,05:00:00
1605592800,463.99,465.81,463.81,463.92,465.10,1176.89581647,293,2020-11-17,06:00:00
1605596400,463.93,466.50,463.92,466.34,465.71,531.36151331,270,2020-11-17,07:00:00
1605600000,466.42,467.03,465.23,465.43,465.72,1093.18297069,269,2020-11-17,08:00:00
1605603600,465.45,466.36,462.18,462.98,464.61,1484.03551466,331,2020-11-17,09:00:00
1605607200,462.95,465.36,462.71,465.23,463.97,638.21861472,220,2020-11-17,10:00:00
1605610800,465.30,467.17,464.72,466.62,466.08,1871.97167095,420,2020-11-17,11:00:00
1605614400,466.63,472.71,465.43,471.50,470.11,5128.30501285,1033,2020-11-17,12:00:00
1605618000,471.44,471.50,468.00,468.06,469.71,1576.39143365,566,2020-11-17,13:00:00
1605621600,468.06,471.26,466.67,470.78,469.96,3426.03990151,688,2020-11-17,14:00:00
