Epoch Time,Open,High,Low,Close,VWAP,Volume,Count,Date (UTC),Time (UTC)
1605758400,0.107041,0.107184,0.106386,0.106488,0.106485,42936.72749547,11,2020-11-19,04:00:00
1605762000,0.106405,0.106721,0.106387,0.106721,0.106439,36558.09708651,18,2020-11-19,05:00:00
1605765600,0.106751,0.106751,0.105703,0.105749,0.106013,184303.85167511,30,2020-11-19,06:00:00
1605769200,0.105576,0.106024,0.105465,0.105762,0.105697,153229.84275904,51,2020-11-19,07:00:00
1605772800,0.105821,0.105959,0.104597,0.105488,0.105243,119242.93528894,59,2020-11-19,08:00:00
1605776400,0.105418,0.105755,0.104653,0.104661,0.105608,115296.18293544,32,2020-11-19,09:00:00
1605780000,0.104574,0.105401,0.104532,0.105151,0.104663,353603.29532713,78,2020-11-19,10:00:00
1605783600,0.105264,0.106295,0.105142,0.105900,0.105347,384929.58888998,49,2020-11-19,11:00:00
1605787200,0.105999,0.107184,0.105999,0.107069,0.106632,581811.98761083,124,2020-11-19,12:00:00
1605790800,0.107104,0.107824,0.106946,0.107660,0.107498,281052.35714027,70,2020-11-19,13:00:00
1605794400,0.107584,0.107630,0.107000,0.107496,0.107422,245027.14375960,61,2020-11-19,14:00:00
1605798000,0.107243,0.107360,0.106872,0.107360,0.107219,894882.29866613,112,2020-11-19,15:00:00
1605801600,0.107541,0.108100,0.106938,0.107642,0.107762,728881.80323540,106,2020-11-19,16:00:00
1605805200,0.107757,0.107757,0.106848,0.107036,0.107148,248872.74931637,38,2020-11-19,17:00:00
1605808800,0.106938,0.107152,0.106194,0.106349,0.106707,635548.80399958,70,2020-11-19,18:00:00
1605812400,0.106369,0.106540,0.105623,0.106030,0.106024,852955.28456276,82,2020-11-19,19:00:00
1605816000,0.106030,0.106657,0.105878,0.106155,0.106209,272022.27183357,58,2020-11-19,20:00:00
1605819600,0.106009,0.106276,0.105151,0.105926,0.105700,363125.40910596,74,2020-11-19,21:00:00
1605823200,0.105474,0.106031,0.105288,0.105700,0.105433,258719.17425643,45,2020-11-19,22:00:00
1605826800,0.105425,0.105972,0.104851,0.105950,0.105507,797582.50493333,121,2020-11-19,23:00:00
1605830400,0.105950,0.106072,0.105792,0.105932,0.106026,239526.67529040,68,2020-11-20,00:00:00
1605834000,0.105888,0.106882,0.105818,0.106677,0.106517,699099.51143779,125,2020-11-20,01:00:00
1605837600,0.106853,0.107337,0.106853,0.107221,0.107054,272126.30845060,45,2020-11-20,02:00:00
1605841200,0.107088,0.107712,0.106954,0.107712,0.107366,247585.05326560,62,2020-11-20,03:00:00
1605844800,0.107690,0.107836,0.107470,0.107718,0.107563,302252.51506273,46,2020-11-20,04:00:00
1605848400,0.107720,0.107720,0.106842,0.106842,0.107099,239231.02595199,46,2020-11-20,05:00:00
1605852000,0.106700,0.107015,0.106700,0.107015,0.106835,27470.39272666,16,2020-11-20,06:00:00
1605855600,0.106897,0.107426,0.106632,0.107198,0.107091,148486.99765153,60,2020-11-20,07:00:00
1605859200,0.107384,0.108530,0.107384,0.108530,0.107934,143485.78678845,56,2020-11-20,08:00:00
1605862800,0.108455,0.108500,0.107670,0.108270,0.108147,1363922.10826538,124,2020-11-20,09:00:00
1605866400,0.108246,0.110148,0.108181,0.110001,0.109315,702205.58233696,142,2020-11-20,10:00:00
1605870000,0.110110,0.110508,0.110000,0.110286,0.110299,1086492.00710821,175,2020-11-20,11:00:00
1605873600,0.110294,0.110538,0.109619,0.109988,0.110139,681626.30100916,121,2020-11-20,12:00:00
1605877200,0.110092,0.111375,0.109381,0.111345,0.110661,1009601.29412427,177,2020-11-20,13:00:00
1605880800,0.111374,0.112044,0.110124,0.110394,0.111042,1572995.53180049,204,2020-11-20,14:00:00
1605884400,0.110166,0.110166,0.109001,0.110024,0.109761,1187824.11505124,162,2020-11-20,15:00:00
1605888000,0.110024,0.110668,0.110024,0.110559,0.110307,1493354.30603861,124,2020-11-20,16:00:00
