Time,Open,High,Low,Close,Volume
2020-12-05 18:00:00,29.6849,29.7772,29.6849,29.7772,164.58877
2020-12-05 17:00:00,29.832,29.832,29.6849,29.6849,25.35748344
2020-12-05 16:00:00,29.7934,29.8974,29.7934,29.832,11.501674
2020-12-05 15:00:00,29.9292,29.9292,29.7805,29.7934,212.542566
2020-12-05 14:00:00,29.9702,29.9839,29.8007,29.9292,1246.00156244
2020-12-05 13:00:00,30.0866,30.0866,29.8346,29.9702,563.904045
2020-12-05 12:00:00,30.1431,30.1432,30.0662,30.0866,36.79044
2020-12-05 11:00:00,29.8684,30.1431,29.8684,30.1431,80.580234
2020-12-05 10:00:00,29.814,29.8684,29.814,29.8684,236.358158
2020-12-05 09:00:00,29.78,29.814,29.78,29.814,40.17
2020-12-05 08:00:00,29.9306,29.9306,29.7763,29.78,352.990735
2020-12-05 07:00:00,29.5568,29.9306,29.5568,29.9306,340.219132
2020-12-05 06:00:00,29.7003,29.7003,29.5381,29.5568,1.471463
2020-12-05 05:00:00,29.7003,29.7003,29.7003,29.7003,0.0
2020-12-05 04:00:00,29.7003,29.7003,29.7003,29.7003,0.0
2020-12-05 03:00:00,29.7003,29.7003,29.7003,29.7003,0.0
2020-12-05 02:00:00,29.6038,29.7003,29.6038,29.7003,136.08341883
2020-12-05 01:00:00,29.4775,29.6038,29.4711,29.6038,37.13497
2020-12-05 00:00:00,29.4667,29.4775,29.4667,29.4775,4.962379
2020-12-04 23:00:00,29.4,29.4667,29.3937,29.4667,111.91362556
2020-12-04 22:00:00,29.3465,29.4,29.3191,29.4,160.716179
2020-12-04 21:00:00,29.2837,29.3465,29.2615,29.3465,549.713405
2020-12-04 20:00:00,29.2348,29.2837,29.0146,29.2837,2257.677989
2020-12-04 19:00:00,29.0752,29.2348,29.071,29.2348,444.247255
2020-12-04 18:00:00,29.018,29.2378,29.018,29.0752,1127.240626
2020-12-04 17:00:00,29.037,29.0885,28.9711,29.018,3141.455453
2020-12-04 16:00:00,29.3242,29.3582,29.037,29.037,499.72402546
2020-12-04 15:00:00,29.5341,29.5341,29.2727,29.3242,938.220835
2020-12-04 14:00:00,29.6441,29.6441,29.5204,29.5341,918.232533
2020-12-04 13:00:00,29.61,29.6441,29.6004,29.6441,36.067952
2020-12-04 12:00:00,29.6128,29.6928,29.61,29.61,968.39099
2020-12-04 11:00:00,29.8707,29.8707,29.5,29.6128,908.320473
2020-12-04 10:00:00,30.0633,30.0685,29.8327,29.8707,336.338448
2020-12-04 09:00:00,30.0595,30.0856,30.0595,30.0633,7.346037
2020-12-04 08:00:00,30.2403,30.2403,29.9478,30.0595,717.098247
2020-12-04 07:00:00,30.2403,30.2403,30.2403,30.2403,0.0
2020-12-04 06:00:00,30.4959,30.4959,30.2403,30.2403,0.148904
2020-12-04 05:00:00,30.4959,30.4959,30.4959,30.4959,0.0
2020-12-04 04:00:00,30.4725,30.4959,30.457,30.4959,87.479886
2020-12-04 03:00:00,30.3433,30.4725,30.3433,30.4725,1236.458505
2020-12-04 02:00:00,30.405,30.405,30.3433,30.3433,164.700322
2020-12-04 01:00:00,30.4202,30.4202,30.3687,30.405,196.715788
2020-12-04 00:00:00,30.3791,30.427,30.3741,30.4202,40.799839
2020-12-03 23:00:00,30.3325,30.3791,30.2771,30.3791,86.487017
2020-12-03 22:00:00,30.312,30.3786,30.312,30.3325,344.68555438
2020-12-03 21:00:00,30.4482,30.4679,30.312,30.312,330.79053198
2020-12-03 20:00:00,30.5466,30.5466,30.3705,30.4482,1102.49114307
2020-12-03 19:00:00,30.381,30.5466,30.381,30.5466,281.666269
2020-12-03 18:00:00,30.3169,30.5011,30.3169,30.381,195.99679301
2020-12-03 17:00:00,30.3935,30.5039,30.3143,30.3169,33.50307774
2020-12-03 16:00:00,30.4058,30.4864,30.3774,30.3935,1161.71616317
2020-12-03 15:00:00,30.5087,30.5087,30.3774,30.4058,1741.406428
2020-12-03 14:00:00,30.618,30.618,30.492,30.5087,243.368501
2020-12-03 13:00:00,30.654,30.6981,30.5407,30.618,517.94724
2020-12-03 12:00:00,30.61,30.6683,30.5692,30.654,240.134899
2020-12-03 11:00:00,30.7351,30.7937,30.52,30.61,250.624039
2020-12-03 10:00:00,30.6415,30.7535,30.6415,30.7351,841.456053
2020-12-03 09:00:00,30.596,30.6552,30.5553,30.6415,9.102597
2020-12-03 08:00:00,30.5428,30.6861,30.5428,30.596,76.426237
2020-12-03 07:00:00,30.5404,30.7741,30.4628,30.5428,347.955997
2020-12-03 06:00:00,30.5564,30.6,30.5404,30.5404,18.047528
2020-12-03 05:00:00,30.6265,30.6265,30.5187,30.5564,437.10368
2020-12-03 04:00:00,30.657,30.6571,30.6265,30.6265,11.769287
2020-12-03 03:00:00,30.7567,30.7567,30.6407,30.657,9.907046
2020-12-03 02:00:00,30.5631,30.7567,30.5631,30.7567,128.26282693
2020-12-03 01:00:00,30.6073,30.6589,30.5532,30.5631,452.266085
2020-12-03 00:00:00,30.7333,30.827,30.5826,30.6073,565.783566
2020-12-02 23:00:00,30.8695,30.8695,30.6416,30.7333,729.95079
2020-12-02 22:00:00,30.6392,30.8695,30.6392,30.8695,584.683436
2020-12-02 21:00:00,30.5504,30.6553,30.5504,30.6392,594.267593
2020-12-02 20:00:00,30.7031,30.8082,30.5457,30.5504,1144.903875
2020-12-02 19:00:00,30.6059,30.8122,30.5861,30.7031,594.542615
2020-12-02 18:00:00,30.5538,30.726,30.5538,30.6059,341.989013
2020-12-02 17:00:00,30.4183,30.765,30.4183,30.5538,720.097699
2020-12-02 16:00:00,30.398,30.4252,30.3287,30.4183,1403.990151
2020-12-02 15:00:00,30.3757,30.429,30.3577,30.398,2311.696765
2020-12-02 14:00:00,30.3972,30.443,30.3244,30.3757,781.480574
2020-12-02 13:00:00,30.3571,30.5734,30.3571,30.3972,1170.331341
2020-12-02 12:00:00,30.3,30.4568,30.293,30.3571,1713.123659
2020-12-02 11:00:00,30.4199,30.4434,30.3,30.3,706.165451
2020-12-02 10:00:00,30.4,30.5009,30.3,30.4199,5367.813736
2020-12-02 09:00:00,30.5049,30.5845,30.3734,30.4,894.891417
2020-12-02 08:00:00,30.4044,30.64,30.3428,30.5049,3560.573344
2020-12-02 07:00:00,30.5811,30.5811,30.295,30.4044,1784.99523
2020-12-02 06:00:00,30.4683,30.6277,30.4683,30.5811,532.761663
2020-12-02 05:00:00,30.5901,30.5901,30.4683,30.4683,90.187382
2020-12-02 04:00:00,30.7867,30.7867,30.5901,30.5901,163.688072
2020-12-02 03:00:00,30.8912,30.8912,30.7867,30.7867,9.265557
2020-12-02 02:00:00,31.0631,31.0631,30.8912,30.8912,24.229445
2020-12-02 01:00:00,30.91,31.1834,30.91,31.0631,160.885846
2020-12-02 00:00:00,30.9455,30.9455,30.91,30.91,93.517707
2020-12-01 23:00:00,31.0579,31.2991,30.6999,30.9455,137.277083
2020-12-01 22:00:00,30.1938,31.0579,30.1938,31.0579,675.203799
2020-12-01 21:00:00,30.4396,30.4396,30.1938,30.1938,96.03912824
2020-12-01 20:00:00,30.383,30.5303,30.383,30.4396,263.58994757
2020-12-01 19:00:00,30.2791,30.4063,30.1351,30.383,495.400979
2020-12-01 18:00:00,30.2791,30.5826,30.2791,30.2791,316.756038
2020-12-01 17:00:00,30.3066,30.3223,30.2791,30.2791,183.184633
2020-12-01 16:00:00,30.244,30.3066,30.244,30.3066,4.090861
2020-12-01 15:00:00,30.2567,30.3248,30.1,30.244,122.117164
2020-12-01 14:00:00,30.2841,30.2841,30.2567,30.2567,165.190949
2020-12-01 13:00:00,30.4661,30.4942,30.1153,30.2841,519.010575
2020-12-01 12:00:00,30.2809,30.5367,29.986,30.4661,2128.026461
2020-12-01 11:00:00,30.5525,30.6989,30.1639,30.2809,522.546724
2020-12-01 10:00:00,30.4656,30.6425,30.4656,30.5525,518.898178
2020-12-01 09:00:00,30.5747,30.5747,30.3278,30.4656,1523.791098
2020-12-01 08:00:00,30.0613,30.5747,29.8979,30.5747,226.477373
2020-12-01 07:00:00,30.6721,30.6721,29.9789,30.0613,4928.596024
2020-12-01 06:00:00,31.0945,31.1685,30.4401,30.6721,3109.626388
2020-12-01 05:00:00,31.1769,31.25,30.95,31.0945,77.082149
2020-12-01 04:00:00,31.26,31.26,31.1769,31.1769,5.750331
2020-12-01 03:00:00,31.5447,31.9001,31.26,31.26,991.553426
2020-12-01 02:00:00,30.657,31.5447,30.6062,31.5447,1965.928249
2020-12-01 01:00:00,30.5,30.6901,30.5,30.657,914.988457
2020-12-01 00:00:00,30.5,30.5,30.4019,30.5,2197.044838
2020-11-30 23:00:00,30.4532,30.5,30.425,30.5,827.048197
2020-11-30 22:00:00,30.6443,30.7839,30.4532,30.4532,98.340048
2020-11-30 21:00:00,30.5529,30.6586,30.5529,30.6443,755.42274387
2020-11-30 20:00:00,30.349,30.59,30.349,30.5529,633.033424
2020-11-30 19:00:00,30.4042,30.5485,30.349,30.349,223.095491
2020-11-30 18:00:00,30.5105,30.5255,30.4042,30.4042,22.441694
2020-11-30 17:00:00,30.2728,30.513,30.2728,30.5105,1085.705582
2020-11-30 16:00:00,30.3142,30.3142,30.2728,30.2728,163.340735
2020-11-30 15:00:00,30.2345,30.3607,30.1139,30.3142,1691.632452
2020-11-30 14:00:00,30.3176,30.3423,30.1811,30.2345,281.514534
2020-11-30 13:00:00,30.2786,30.3176,30.2786,30.3176,16.028757
2020-11-30 12:00:00,30.5315,30.5315,30.2,30.2786,822.021603
2020-11-30 11:00:00,30.3585,30.7286,30.3196,30.5315,5170.321721
2020-11-30 10:00:00,30.679,30.864,30.3585,30.3585,205.693239
2020-11-30 09:00:00,30.5071,30.8222,30.4684,30.679,707.987712
2020-11-30 08:00:00,30.5311,30.5498,30.432,30.5071,176.075098
2020-11-30 07:00:00,30.6218,30.6218,30.5311,30.5311,27.820822
2020-11-30 06:00:00,30.3654,30.6218,30.3654,30.6218,158.582187
2020-11-30 05:00:00,30.2006,30.4124,30.2006,30.3654,345.592839
2020-11-30 04:00:00,30.3,30.3,30.2006,30.2006,792.6
2020-11-30 03:00:00,30.4521,30.4521,30.3,30.3,6.175304
2020-11-30 02:00:00,30.3108,30.4521,30.3108,30.4521,2.940417
2020-11-30 01:00:00,30.2965,30.4351,30.2965,30.3108,308.204455
2020-11-30 00:00:00,30.5788,30.596,30.2965,30.2965,17.428749
2020-11-29 23:00:00,30.4576,30.7764,30.4576,30.5788,203.834342
2020-11-29 22:00:00,30.4689,30.4716,30.2844,30.4576,39.921556
2020-11-29 21:00:00,30.5105,30.5105,30.3006,30.4689,929.619961
2020-11-29 20:00:00,30.2147,30.5105,30.145,30.5105,218.369217
2020-11-29 19:00:00,29.9749,30.2147,29.9749,30.2147,196.40400235
2020-11-29 18:00:00,29.9795,30.0795,29.9703,29.9749,154.106753
2020-11-29 17:00:00,30.0646,30.0646,29.9202,29.9795,431.657299
2020-11-29 16:00:00,30.1915,30.2002,30.0,30.0646,463.15794
2020-11-29 15:00:00,30.0841,30.2043,30.0018,30.1915,43.013387
2020-11-29 14:00:00,30.1224,30.1601,30.0306,30.0841,385.513927
2020-11-29 13:00:00,30.1357,30.1411,30.0911,30.1224,284.097949
2020-11-29 12:00:00,30.1816,30.2344,30.0261,30.1357,189.738492
2020-11-29 11:00:00,29.8634,30.1816,29.8,30.1816,1673.281614
2020-11-29 10:00:00,29.8703,29.9572,29.8634,29.8634,152.769983
2020-11-29 09:00:00,30.1264,30.1264,29.8703,29.8703,304.577973
2020-11-29 08:00:00,30.1264,30.1264,30.1264,30.1264,0.0
2020-11-29 07:00:00,30.0889,30.1264,30.0889,30.1264,162.680705
2020-11-29 06:00:00,30.1,30.1,30.0889,30.0889,0.8
2020-11-29 05:00:00,29.938,30.1002,29.938,30.1,38.526031
2020-11-29 04:00:00,29.968,29.968,29.938,29.938,0.8
2020-11-29 03:00:00,29.9309,30.0329,29.9253,29.968,133.922581
2020-11-29 02:00:00,30.0875,30.0875,29.9309,29.9309,1.795
2020-11-29 01:00:00,30.0875,30.0875,30.0875,30.0875,0.0
2020-11-29 00:00:00,30.0875,30.0875,30.0875,30.0875,0.0
2020-11-28 23:00:00,30.1389,30.1389,30.0875,30.0875,16.289106
2020-11-28 22:00:00,29.9915,30.1661,29.9915,30.1389,34.52583997
2020-11-28 21:00:00,29.9304,30.0778,29.9304,29.9915,298.605935
2020-11-28 20:00:00,29.9447,29.9447,29.9171,29.9304,16.997266
2020-11-28 19:00:00,29.9616,29.9616,29.9447,29.9447,156.96036
2020-11-28 18:00:00,29.9332,29.9616,29.9298,29.9616,34.222067
2020-11-28 17:00:00,29.9224,29.9332,29.9224,29.9332,95.537389
2020-11-28 16:00:00,30.0604,30.0604,29.9224,29.9224,17.316204
2020-11-28 15:00:00,30.0824,30.1387,30.0604,30.0604,220.02510872
2020-11-28 14:00:00,30.1455,30.1945,29.9866,30.0824,29.609466
2020-11-28 13:00:00,30.0172,30.1455,30.0172,30.1455,0.106771
2020-11-28 12:00:00,30.1806,30.1806,29.974,30.0172,244.156871
2020-11-28 11:00:00,30.2731,30.3631,30.1783,30.1806,648.224444
2020-11-28 10:00:00,30.172,30.2731,30.1368,30.2731,817.931866
2020-11-28 09:00:00,30.114,30.172,30.0,30.172,81.297591
2020-11-28 08:00:00,29.8765,30.2937,29.8765,30.114,217.317012
2020-11-28 07:00:00,29.905,29.905,29.8765,29.8765,0.105289
2020-11-28 06:00:00,29.8327,29.905,29.8327,29.905,16.354548
2020-11-28 05:00:00,29.7787,29.8327,29.7787,29.8327,37.057782
2020-11-28 04:00:00,29.7787,29.7787,29.7787,29.7787,0.0
2020-11-28 03:00:00,29.7787,29.7787,29.7787,29.7787,0.0
2020-11-28 02:00:00,29.7787,29.7787,29.7787,29.7787,0.0
2020-11-28 01:00:00,29.814,29.814,29.7787,29.7787,6.582886
2020-11-28 00:00:00,29.8082,29.8346,29.7936,29.814,1.636343
2020-11-27 23:00:00,29.9356,29.9356,29.8082,29.8082,62.504
2020-11-27 22:00:00,30.1,30.1,29.9348,29.9356,55.179662
2020-11-27 21:00:00,29.9459,30.1,29.9459,30.1,773.457581
2020-11-27 20:00:00,29.8701,29.9479,29.8701,29.9459,16.237155
2020-11-27 19:00:00,29.8875,29.9951,29.8574,29.8701,501.172698
2020-11-27 18:00:00,29.8042,29.9248,29.8042,29.8875,697.128456
2020-11-27 17:00:00,29.8227,30.0309,29.7429,29.8042,487.542363
2020-11-27 16:00:00,29.8144,29.8514,29.6603,29.8227,609.468329
2020-11-27 15:00:00,29.7746,29.8513,29.673,29.8144,977.649851
2020-11-27 14:00:00,29.5968,29.7746,29.5655,29.7746,859.871012
2020-11-27 13:00:00,29.7841,29.8135,29.5968,29.5968,519.579752
2020-11-27 12:00:00,30.0753,30.0753,29.6869,29.7841,2449.809925
2020-11-27 11:00:00,30.121,30.2389,29.9132,30.0753,1821.694347
2020-11-27 10:00:00,29.57,30.206,29.5542,30.121,731.330938
2020-11-27 09:00:00,29.613,29.6166,29.45,29.57,1475.074976
2020-11-27 08:00:00,29.65,29.7533,29.5737,29.613,124.215085
2020-11-27 07:00:00,29.65,29.65,29.65,29.65,0.0
2020-11-27 06:00:00,29.65,29.65,29.65,29.65,0.0
2020-11-27 05:00:00,29.465,29.65,29.465,29.65,168.634064
2020-11-27 04:00:00,29.4383,29.5708,29.3967,29.465,249.636
2020-11-27 03:00:00,30.2051,30.2051,29.4383,29.4383,153.732205
2020-11-27 02:00:00,30.2051,30.2051,30.2051,30.2051,0.0
2020-11-27 01:00:00,30.2352,30.2352,30.1727,30.2051,28.369642
2020-11-27 00:00:00,30.2598,30.2598,30.0413,30.2352,43.362746
2020-11-26 23:00:00,30.0211,30.2598,30.0211,30.2598,16.196388
2020-11-26 22:00:00,30.0839,30.3296,30.0211,30.0211,123.612808
2020-11-26 21:00:00,30.3089,30.3089,30.0839,30.0839,295.713774
2020-11-26 20:00:00,30.0128,30.3089,29.9578,30.3089,462.669852
2020-11-26 19:00:00,29.8413,30.0566,29.8064,30.0128,237.125128
2020-11-26 18:00:00,29.9427,29.9427,29.5552,29.8413,101.14052
2020-11-26 17:00:00,29.9689,29.9689,29.9427,29.9427,356.957974
2020-11-26 16:00:00,29.7291,30.0117,29.7291,29.9689,541.277175
2020-11-26 15:00:00,29.5898,29.7291,29.5898,29.7291,65.941936
2020-11-26 14:00:00,29.367,29.5898,29.1458,29.5898,349.742994
2020-11-26 13:00:00,29.5652,29.7721,29.367,29.367,143.930847
2020-11-26 12:00:00,29.2506,29.5652,29.0,29.5652,574.138821
2020-11-26 11:00:00,29.2455,29.6872,29.2455,29.2506,118.99255
2020-11-26 10:00:00,29.2242,29.3838,29.2093,29.2455,224.058744
2020-11-26 09:00:00,29.2879,29.4729,29.2242,29.2242,1073.112743
2020-11-26 08:00:00,30.1645,30.3061,29.2879,29.2879,312.265332
2020-11-26 07:00:00,29.9872,30.3898,29.9872,30.1645,206.486448
2020-11-26 06:00:00,30.8438,30.8438,29.9872,29.9872,112.79684
2020-11-26 05:00:00,29.9634,30.8438,29.9634,30.8438,812.069156
2020-11-26 04:00:00,29.4144,30.0348,29.4144,29.9634,639.981341
2020-11-26 03:00:00,29.1189,29.4769,28.7852,29.4144,1821.481619
2020-11-26 02:00:00,29.7759,29.7759,29.1189,29.1189,2005.050926
2020-11-26 01:00:00,29.55,29.7816,29.55,29.7759,467.93079
2020-11-26 00:00:00,29.6045,29.6916,29.5045,29.55,109.753872
2020-11-25 23:00:00,29.7843,30.0307,29.2745,29.6045,1293.723769
2020-11-25 22:00:00,30.7258,30.7258,29.04,29.7843,11087.658615
2020-11-25 21:00:00,31.0112,31.0336,30.4539,30.7258,1223.544414
2020-11-25 20:00:00,31.7388,31.7388,30.9522,31.0112,847.142259
2020-11-25 19:00:00,30.9768,31.8647,30.6827,31.7388,1407.871246
2020-11-25 18:00:00,30.8449,31.3408,29.9953,30.9768,3420.071489
2020-11-25 17:00:00,31.303,31.529,30.3123,30.8449,2111.81335001
2020-11-25 16:00:00,31.9834,32.1102,31.2989,31.303,1521.644828
2020-11-25 15:00:00,32.3741,32.6293,31.116,31.9834,1061.737982
2020-11-25 14:00:00,33.4748,33.7255,32.2815,32.3741,1796.970222
2020-11-25 13:00:00,33.7631,34.235,33.4748,33.4748,2792.65163452
2020-11-25 12:00:00,33.6861,33.9588,33.4391,33.7631,1969.211127
2020-11-25 11:00:00,34.252,34.7624,33.5251,33.6861,2500.503978
2020-11-25 10:00:00,34.0141,34.4652,33.988,34.252,4335.06225277
2020-11-25 09:00:00,33.0754,34.2452,33.0754,34.0141,5871.96892955
2020-11-25 08:00:00,34.4119,35.1815,33.0512,33.0754,9472.137855
2020-11-25 07:00:00,32.8318,35.2449,32.8318,34.4119,7242.176689
2020-11-25 06:00:00,30.752,33.0,30.6095,32.8318,6151.10562456
2020-11-25 05:00:00,30.5095,30.752,30.4359,30.752,268.382067
2020-11-25 04:00:00,30.753,30.753,30.5095,30.5095,64.216266
2020-11-25 03:00:00,30.6676,30.753,30.6676,30.753,7.0
2020-11-25 02:00:00,30.4219,30.8207,30.3226,30.6676,2433.568914
2020-11-25 01:00:00,30.3888,30.747,30.3888,30.4219,5233.828903
2020-11-25 00:00:00,30.0001,30.4831,30.0001,30.3888,249.353985
2020-11-24 23:00:00,29.8169,30.4177,29.8169,30.0001,592.47729884
2020-11-24 22:00:00,30.0884,30.1065,29.8169,29.8169,422.216727
2020-11-24 21:00:00,29.9431,30.4784,29.9187,30.0884,3441.932633
2020-11-24 20:00:00,30.0,30.1276,29.787,29.9431,547.03601919
2020-11-24 19:00:00,29.7494,30.0,29.7494,30.0,301.21119
2020-11-24 18:00:00,29.632,29.8371,29.632,29.7494,315.736185
2020-11-24 17:00:00,29.812,29.8352,29.545,29.632,771.774225
2020-11-24 16:00:00,29.65,29.812,29.4453,29.812,424.356306
2020-11-24 15:00:00,29.6804,29.8538,29.4661,29.65,1660.370373
2020-11-24 14:00:00,30.0,30.0,29.6804,29.6804,1303.395605
2020-11-24 13:00:00,29.846,30.1,29.8263,30.0,721.41126429
2020-11-24 12:00:00,29.8689,30.3425,29.7079,29.846,4016.785711
2020-11-24 11:00:00,29.6269,30.0088,29.6171,29.8689,649.18195172
2020-11-24 10:00:00,29.4501,29.6766,29.4442,29.6269,828.440133
2020-11-24 09:00:00,29.79,29.9352,29.4501,29.4501,561.365767
2020-11-24 08:00:00,29.6888,29.79,29.4745,29.79,661.819946
2020-11-24 07:00:00,29.7456,29.7456,29.5387,29.6888,167.224909
2020-11-24 06:00:00,29.7611,29.7611,29.7316,29.7456,20.582079
2020-11-24 05:00:00,29.8536,29.9274,29.1827,29.7611,778.580067
2020-11-24 04:00:00,30.7787,30.7787,29.8251,29.8536,909.764006
2020-11-24 03:00:00,29.89,30.7787,29.89,30.7787,6013.49552772
2020-11-24 02:00:00,29.3798,30.094,29.3798,29.89,2716.132488
2020-11-24 01:00:00,30.4274,30.4274,29.1638,29.3798,3917.727617
2020-11-24 00:00:00,29.9571,30.8048,29.8683,30.4274,8764.981826
2020-11-23 23:00:00,29.7501,29.9571,29.7206,29.9571,602.164872
2020-11-23 22:00:00,29.566,29.8235,29.2645,29.7501,1318.21422521
2020-11-23 21:00:00,29.9927,30.0008,29.566,29.566,1580.753399
2020-11-23 20:00:00,29.4642,30.092,29.3813,29.9927,4851.920759
2020-11-23 19:00:00,29.184,29.4642,29.184,29.4642,1582.664101
2020-11-23 18:00:00,29.1882,29.2551,29.0558,29.184,1773.761999
2020-11-23 17:00:00,29.2,29.2702,29.1218,29.1882,638.15157
2020-11-23 16:00:00,29.1171,29.2,29.1171,29.2,847.060425
2020-11-23 15:00:00,29.0655,29.1171,28.9,29.1171,7193.532809
2020-11-23 14:00:00,29.15,29.15,29.0655,29.0655,380.82086
2020-11-23 13:00:00,29.124,29.1944,29.0655,29.15,1002.904668
2020-11-23 12:00:00,29.0163,29.1452,29.0068,29.124,479.418596
2020-11-23 11:00:00,29.2108,29.2108,29.0124,29.0163,893.158878
2020-11-23 10:00:00,29.3613,29.3613,29.2108,29.2108,61.68764203
2020-11-23 09:00:00,29.3413,29.4951,29.1844,29.3613,1351.104719
2020-11-23 08:00:00,29.3207,29.51,29.1108,29.3413,653.977404
2020-11-23 07:00:00,29.4,29.4,29.1048,29.3207,194.732261
2020-11-23 06:00:00,29.4,29.4,29.4,29.4,0.0
2020-11-23 05:00:00,29.2202,29.4,29.2202,29.4,491.101647
2020-11-23 04:00:00,28.995,29.2308,28.9772,29.2202,377.782592
2020-11-23 03:00:00,29.1343,29.1343,28.8263,28.995,17.366696
2020-11-23 02:00:00,29.15,29.15,29.1343,29.1343,17.143125
2020-11-23 01:00:00,29.2281,29.2281,29.15,29.15,5.0
2020-11-23 00:00:00,29.0696,29.2281,28.9979,29.2281,26.854792
2020-11-22 23:00:00,29.1318,29.1318,29.0696,29.0696,1.054371
2020-11-22 22:00:00,29.0877,29.1318,29.0382,29.1318,10.314597
2020-11-22 21:00:00,28.8526,29.0877,28.8526,29.0877,2.021206
2020-11-22 20:00:00,28.9695,28.9695,28.8526,28.8526,52.56
2020-11-22 19:00:00,29.1,29.1,28.9613,28.9695,1.6894
2020-11-22 18:00:00,29.1831,29.1851,28.9798,29.1,226.117199
2020-11-22 17:00:00,29.2112,29.3142,29.1831,29.1831,156.398659
2020-11-22 16:00:00,29.2472,29.2472,29.0836,29.2112,201.399769
2020-11-22 15:00:00,29.2981,29.3352,28.9141,29.2472,493.98662692
2020-11-22 14:00:00,29.1853,29.3,29.181,29.2981,376.47757
2020-11-22 13:00:00,29.0878,29.3728,29.0878,29.1853,259.907224
