Epoch Time,Open,High,Low,Close,Volume,Date (UTC),Time (UTC)
1607306400000,595.01,595.84,593.1,593.9,101.86420391,2020-12-07,02:00:00
1607302800000,598.14,599.3,591.26,595.01,534.7663908,2020-12-07,01:00:00
1607299200000,602.38,603.52,597.53,598.14,465.6638365,2020-12-07,00:00:00
1607295600000,593.89,603.79,593.89,602.38,694.24008912,2020-12-06,23:00:00
1607292000000,599.22,599.48,591.03,593.89,365.97545,2020-12-06,22:00:00
1607288400000,595.57,599.23,593.62,599.22,237.3201433,2020-12-06,21:00:00
1607284800000,596.06,596.47,594.54,595.57,140.2832488,2020-12-06,20:00:00
1607281200000,594.92,596.48,593.06,596.06,41.68089606,2020-12-06,19:00:00
1607277600000,595.76,597.23,594.55,594.92,148.94060628,2020-12-06,18:00:00
1607274000000,594.32,597.03,593.59,595.76,108.21896475,2020-12-06,17:00:00
1607270400000,595.18,598.62,592.06,594.32,403.9645873,2020-12-06,16:00:00
1607266800000,595.21,596.75,594.38,595.18,49.34610474,2020-12-06,15:00:00
1607263200000,588.42,595.68,588.42,595.21,105.20731961,2020-12-06,14:00:00
1607259600000,588.64,590.52,584.54,588.42,516.34763826,2020-12-06,13:00:00
1607256000000,593.42,593.42,587.45,588.64,104.23812463,2020-12-06,12:00:00
1607252400000,590.83,593.42,589.67,593.42,604.469129,2020-12-06,11:00:00
1607248800000,591.34,592.25,589.14,590.83,48.441017,2020-12-06,10:00:00
1607245200000,591.28,594.13,587.45,591.34,462.38998105,2020-12-06,09:00:00
1607241600000,600.4,601.96,590.83,591.28,677.148328,2020-12-06,08:00:00
1607238000000,598.16,601.94,596.45,600.4,157.00473804,2020-12-06,07:00:00
1607234400000,597.77,599.08,595.51,598.16,164.300809,2020-12-06,06:00:00
1607230800000,599.37,599.56,595.4,597.77,57.05732698,2020-12-06,05:00:00
1607227200000,597.47,600.04,597.11,599.37,264.32912378,2020-12-06,04:00:00
1607223600000,600.09,601.03,595.26,597.47,1084.25362833,2020-12-06,03:00:00
1607220000000,603.32,603.82,600.09,600.09,321.49938689,2020-12-06,02:00:00
1607216400000,605.53,607.62,603.27,603.32,257.68865585,2020-12-06,01:00:00
1607212800000,597.57,605.55,597.4,605.53,615.20686435,2020-12-06,00:00:00
1607209200000,591.45,597.64,591.45,597.57,135.54445306,2020-12-05,23:00:00
1607205600000,592.73,593.23,590.81,591.45,245.93851773,2020-12-05,22:00:00
1607202000000,592.38,596.03,592.31,592.73,84.42119518,2020-12-05,21:00:00
1607198400000,595.13,596.1,591.26,592.38,220.55456233,2020-12-05,20:00:00
1607194800000,593.75,596.37,593.33,595.13,115.60680774,2020-12-05,19:00:00
1607191200000,594.38,595.53,592.87,593.75,165.5451956,2020-12-05,18:00:00
1607187600000,594.23,594.63,591.91,594.38,228.13506077,2020-12-05,17:00:00
1607184000000,592.92,596.51,590.29,594.23,364.63467446,2020-12-05,16:00:00
1607180400000,591.37,595.1,590.93,592.92,343.5292389,2020-12-05,15:00:00
1607176800000,586.94,592.03,586.94,591.37,222.52668326,2020-12-05,14:00:00
1607173200000,592.01,592.54,585.06,586.94,206.56450139,2020-12-05,13:00:00
1607169600000,589.24,592.75,589.24,592.01,122.45253129,2020-12-05,12:00:00
1607166000000,593.23,593.92,588.22,589.24,401.73855445,2020-12-05,11:00:00
1607162400000,593.19,595.42,591.01,593.23,6.437235,2020-12-05,10:00:00
1607158800000,594.91,597.78,591.69,593.19,188.428051,2020-12-05,09:00:00
1607155200000,585.51,595.03,585.51,594.91,608.19838218,2020-12-05,08:00:00
1607151600000,588.02,589.1,585.01,585.51,349.58964683,2020-12-05,07:00:00
1607148000000,585.39,588.43,584.27,588.02,96.16339044,2020-12-05,06:00:00
1607144400000,580.28,587.46,579.11,585.39,279.45229614,2020-12-05,05:00:00
1607140800000,576.12,581.12,576.1,580.28,729.46387515,2020-12-05,04:00:00
1607137200000,575.51,578.88,574.21,576.12,218.5914936,2020-12-05,03:00:00
1607133600000,568.24,576.75,567.81,575.51,332.54892628,2020-12-05,02:00:00
1607130000000,572.94,574.84,568.24,568.24,618.32755289,2020-12-05,01:00:00
1607126400000,568.24,573.05,568.24,572.94,286.93371256,2020-12-05,00:00:00
1607122800000,569.18,577.06,566.61,568.24,1361.4964631,2020-12-04,23:00:00
1607119200000,581.16,582.69,566.59,569.18,1547.50546103,2020-12-04,22:00:00
1607115600000,589.82,590.11,578.72,581.16,931.21871896,2020-12-04,21:00:00
1607112000000,591.52,591.52,586.38,589.82,670.40418498,2020-12-04,20:00:00
1607108400000,591.68,592.44,589.62,591.52,472.51222828,2020-12-04,19:00:00
1607104800000,589.37,592.13,586.96,591.68,1153.76038511,2020-12-04,18:00:00
1607101200000,589.11,591.19,588.5,589.37,857.58131522,2020-12-04,17:00:00
1607097600000,588.68,589.76,582.06,589.11,766.67343633,2020-12-04,16:00:00
1607094000000,592.3,593.57,588.5,588.68,845.37062593,2020-12-04,15:00:00
1607090400000,591.32,596.24,587.99,592.3,1317.02312951,2020-12-04,14:00:00
1607086800000,592.84,593.45,588.77,591.32,793.85069856,2020-12-04,13:00:00
1607083200000,584.87,592.93,581.54,592.84,1030.15639871,2020-12-04,12:00:00
1607079600000,594.25,597.91,584.02,584.87,1175.43486184,2020-12-04,11:00:00
1607076000000,609.33,609.33,589.81,594.25,1724.0156614,2020-12-04,10:00:00
1607072400000,611.34,611.99,607.77,609.33,60.582765,2020-12-04,09:00:00
1607068800000,605.4,613.52,605.4,611.34,253.60357852,2020-12-04,08:00:00
1607065200000,607.37,607.37,604.17,605.4,924.23264311,2020-12-04,07:00:00
1607061600000,603.91,608.51,603.48,607.37,142.63825004,2020-12-04,06:00:00
1607058000000,606.77,608.29,603.68,603.91,267.89894849,2020-12-04,05:00:00
1607054400000,602.86,608.01,601.0,606.77,595.69410337,2020-12-04,04:00:00
1607050800000,605.16,608.82,602.76,602.86,491.63779256,2020-12-04,03:00:00
1607047200000,612.0,614.1,604.02,605.16,1185.9409826,2020-12-04,02:00:00
1607043600000,617.96,618.59,611.84,612.0,715.47166182,2020-12-04,01:00:00
1607040000000,616.77,620.06,614.22,617.96,435.54494965,2020-12-04,00:00:00
1607036400000,616.49,619.39,616.49,616.77,983.17581593,2020-12-03,23:00:00
1607032800000,615.52,617.39,614.71,616.49,422.54572776,2020-12-03,22:00:00
1607029200000,611.82,616.68,611.36,615.52,167.5005959,2020-12-03,21:00:00
1607025600000,614.5,615.41,611.0,611.82,616.38833003,2020-12-03,20:00:00
1607022000000,614.93,614.98,611.63,614.5,688.73989826,2020-12-03,19:00:00
1607018400000,613.23,616.56,613.23,614.93,757.29114661,2020-12-03,18:00:00
1607014800000,615.56,616.54,610.01,613.23,792.27706732,2020-12-03,17:00:00
1607011200000,619.27,624.78,608.03,615.56,1737.82565923,2020-12-03,16:00:00
1607007600000,611.8,619.97,609.53,619.27,1189.34637884,2020-12-03,15:00:00
1607004000000,610.15,614.04,609.79,611.8,713.66954988,2020-12-03,14:00:00
1607000400000,609.9,613.34,607.99,610.15,571.40078819,2020-12-03,13:00:00
1606996800000,613.33,614.81,606.39,609.9,1070.71798136,2020-12-03,12:00:00
1606993200000,614.11,615.95,610.57,613.33,697.76483461,2020-12-03,11:00:00
1606989600000,606.89,615.38,604.85,614.11,1022.35799412,2020-12-03,10:00:00
1606986000000,605.52,607.68,600.56,606.89,135.32230024,2020-12-03,09:00:00
1606982400000,599.42,608.43,595.88,605.52,1218.07142684,2020-12-03,08:00:00
1606978800000,590.89,599.66,587.54,599.42,261.20881003,2020-12-03,07:00:00
1606975200000,588.26,591.69,586.52,590.89,273.31063675,2020-12-03,06:00:00
1606971600000,593.16,595.58,588.0,588.26,214.53060356,2020-12-03,05:00:00
1606968000000,595.79,598.2,593.16,593.16,253.01353979,2020-12-03,04:00:00
1606964400000,593.45,598.06,592.66,595.79,126.56261614,2020-12-03,03:00:00
1606960800000,592.06,594.5,591.41,593.45,152.01840695,2020-12-03,02:00:00
1606957200000,596.85,596.85,589.58,592.06,387.00144352,2020-12-03,01:00:00
1606953600000,598.05,600.5,595.38,596.85,329.68054583,2020-12-03,00:00:00
1606950000000,598.26,601.16,596.72,598.05,605.98169274,2020-12-02,23:00:00
1606946400000,598.51,602.37,597.3,598.26,595.20336433,2020-12-02,22:00:00
1606942800000,596.67,599.5,594.96,598.51,1164.16953338,2020-12-02,21:00:00
1606939200000,596.79,600.0,595.56,596.67,593.65943802,2020-12-02,20:00:00
1606935600000,594.35,598.33,593.01,596.79,483.07686099,2020-12-02,19:00:00
1606932000000,589.39,597.46,588.63,594.35,904.53460757,2020-12-02,18:00:00
1606928400000,585.08,589.8,583.98,589.39,272.95590317,2020-12-02,17:00:00
1606924800000,589.7,591.84,584.72,585.08,749.11754644,2020-12-02,16:00:00
1606921200000,591.0,592.84,585.67,589.7,562.71599602,2020-12-02,15:00:00
